ID	logFC	P.Value
248235_at	0.362546548	0.037153703
248236_at	-0.36596312	0.462743775
248237_at	0.148315363	0.337138433
248238_at	-0.118666548	0.561919085
248239_at	-0.204568399	0.299182414
248240_at	1.028995904	0.322906014
248241_at	0.866882792	0.454624634
248242_at	0.966537671	0.076301912
248243_at	-0.349260886	0.150484447
248244_at	-0.063843626	0.941860986
248245_at	-1.194589127	0.014083465
248246_at	0.203190628	0.513685081
248247_at	2.335180855	0.092095273
248248_at	-0.333285469	0.201396126
248249_at	-0.720030724	0.028183335
248250_at	0.099326867	0.531547448
248251_at	-0.164538209	0.634351685
248252_at	-1.008886302	0.002238309
248253_at	-0.857650057	0.161789828
248254_at	-0.714819369	0.133211727
248255_at	-0.004507284	0.973607782
248256_at	0.124997998	0.698151512
248257_at	-0.385429505	0.74986901
248258_at	-0.493964122	0.024113493
248259_at	0.235080746	0.124736437
248260_at	0.1657011	0.815809553
248261_at	-0.209851015	0.269471859
248262_at	-0.186240033	0.45727217
248263_at	-0.006173816	0.942915796
248264_at	0.539620655	0.020840341
248265_at	-0.378238279	0.307527744
248266_at	-0.349531536	0.019729886
248267_at	-0.413489636	0.042100132
248268_at	-0.335600344	0.209117453
248269_at	-0.133337619	0.118072016
248270_at	0.209154494	0.583206564
248271_at	0.193053436	0.532816344
248272_at	-0.172424238	0.551914273
248273_at	0.245144577	0.272445089
248274_at	1.160578486	0.471930951
248275_at	0.759073287	0.574787306
248276_at	0.03156773	0.895974625
248277_at	0.734313482	0.608194647
248278_at	-0.230413113	0.708128711
248279_at	-0.718913933	0.027500432
248280_at	-2.695725862	0.242423649
248281_at	-0.393732439	0.030812466
248282_at	1.181340632	0.006219254
248283_at	-0.204959151	0.560135625
248284_at	-0.614839065	0.26219305
248285_at	0.617025959	0.41219725
248286_at	0.160546114	0.701022927
248287_at	1.521199434	0.075080679
248288_at	0.063851829	0.462559752
248289_at	-0.543991935	0.172902775
248290_at	-0.262191543	0.389822827
248291_at	-0.411619637	0.082856599
248292_at	0.730331039	0.47126745
248293_at	0.029938794	0.890373874
248294_at	-0.396991092	0.118594557
248295_at	-0.576238635	0.102346529
248296_at	-0.446000809	0.071573946
248297_at	-1.387638651	0.268271154
248298_at	-0.372893696	0.377240178
248299_at	-0.311776427	0.447632408
248300_at	-0.300095554	0.006608879
248301_at	-0.057884635	0.671747007
248302_at	0.291256352	0.29375695
248303_at	0.626654121	0.018316889
248304_at	-0.004178841	0.977122894
248305_at	-0.138825838	0.215523552
248306_at	-0.847477328	0.001565323
248307_at	-0.229801506	0.552920622
248308_at	0.004393846	0.986111556
248309_at	-0.146378388	0.486743089
248310_at	-0.237448035	0.021862627
248311_at	1.042881477	0.175731805
248312_at	-0.136254623	0.469863701
248313_at	0.081794202	0.24668883
248314_at	0.144496071	0.918344881
248315_at	-0.457821669	0.129249606
248316_at	1.69363887	0.037686796
248317_at	0.516351152	0.775405333
248318_at	-1.759702415	0.240245403
248319_at	-0.102354156	0.834939331
248320_at	-1.115077484	0.100255552
248321_at	-0.878774516	0.566675804
248322_at	1.669219759	0.02354738
248323_at	0.33921337	0.804431348
248324_at	-0.771320698	0.023826456
248325_at	0.35044799	0.668195226
248326_at	0.157895166	0.239602849
248327_at	1.578349314	0.063345239
248328_at	-0.04144486	0.827912362
248329_at	1.888735591	0.009688163
248330_at	-0.101762853	0.564599843
248331_at	-0.161237935	0.178412956
248332_at	-0.017675685	0.882587417
248333_at	-1.060804532	0.119406974
248334_s_at	-0.788395554	0.103899721
248335_at	0.010696272	0.96395068
248336_at	0.358062813	0.161098015
248337_at	0.224572424	0.53556333
248338_at	0.977726512	0.01737125
248339_at	0.47898801	0.206584592
248340_at	0.086992183	0.379194868
248341_at	0.154161685	0.745753397
248342_at	-0.470944439	0.027515022
248343_at	-0.391619187	0.436605531
248344_at	-1.230398028	0.024439765
248345_at	2.257430599	0.320098196
248346_at	0.066012033	0.486401548
248347_at	0.535798241	0.216784148
248348_at	0.492541715	0.057321014
248349_at	0.195599597	0.333154319
248350_at	0.020352933	0.987256744
248351_at	-0.356460587	0.30294014
248352_at	-0.995605363	0.160337945
248353_at	1.559980053	0.187930376
248354_at	0.573001952	0.466814099
248355_at	-0.790000978	0.544705997
248356_at	-2.651933398	0.01491347
248357_at	-0.664776568	0.002223084
248358_at	-0.462637694	0.298859668
248359_at	0.101374886	0.894563248
248360_at	0.072820642	0.694650682
248361_at	-0.939945865	0.26036142
248362_at	-0.180533292	0.007916291
248363_at	1.140607868	0.339896352
248364_at	-0.989190348	0.105783779
248365_at	0.027859361	0.95746199
248366_at	-0.230289008	0.183053419
248367_at	-0.053856037	0.917322072
248368_at	2.651694137	0.005667635
248369_at	-0.292853866	0.250239822
248370_at	-0.31563447	0.015846246
248371_at	-0.508168374	0.254086025
248372_at	-0.834649998	0.053225348
248373_at	1.05055725	0.514542415
248374_at	0.060694127	0.963124019
248375_at	-0.538537671	0.004512406
248376_at	0.07682962	0.391564318
248377_at	2.21257065	0.134444205
248378_at	-0.539829341	0.089865783
248379_at	-0.120883866	0.283605324
248380_at	0.941555192	0.096056409
248381_at	0.207523864	0.09528772
248382_at	-0.562913207	0.005457411
248383_at	0.493681458	0.665955247
248384_at	-1.657297766	0.27380277
248385_at	0.117165057	0.606110526
248386_at	0.183593568	0.226959789
248387_at	0.084641969	0.342777664
248388_at	0.093804199	0.58875102
248389_at	0.531914315	0.531865011
248390_at	0.102464031	0.877728443
248391_at	-0.508791036	0.023694207
248392_at	0.183664445	0.408966073
248393_at	0.311098855	0.041079208
248394_at	-0.183456642	0.125551332
248395_at	-0.579483955	0.079718941
248396_at	0.459328851	0.769544929
248397_at	-0.819486163	0.616058741
248398_at	-0.113422332	0.215887777
248399_at	-0.025905364	0.946979405
248400_at	-0.043668558	0.909991657
248401_at	0.173130375	0.597484525
248402_at	0.888368529	0.127098828
248403_at	-0.114750609	0.262565375
248404_at	0.346107118	0.133070398
248405_at	-0.467983271	0.696063278
248406_at	-1.451931718	0.317035973
248407_at	-1.724145122	0.09801249
248408_at	-0.724193619	0.175248874
248409_at	0.758232541	0.205039882
248410_at	-0.12479451	0.162798018
248411_at	-0.854309754	0.16229086
248412_at	-0.613009691	0.048170608
248413_at	-1.078802399	0.005055854
248414_at	0.52636221	0.627771649
248415_at	-0.462547535	0.108433893
248416_at	0.201324778	0.389914446
248417_at	-0.155586355	0.780710117
248418_at	-0.428879753	0.25609699
248419_at	-0.012339978	0.942669408
248420_at	-0.763225033	0.026645422
248421_at	-0.073235381	0.544925642
248422_at	-0.371727384	0.237087185
248423_at	-0.583187371	0.063344995
248424_at	-0.549888581	0.078787634
248425_at	-0.326550841	0.278208823
248426_at	0.136052216	0.590073608
248427_at	0.983295957	0.083102935
248428_at	-1.023921935	0.505277295
248429_at	-0.26587856	0.142181112
248430_at	-0.724416719	0.636511292
248431_at	1.08986544	0.271455013
248432_at	0.437593408	0.082892665
248433_at	0.203424411	0.377636851
248434_at	-0.112813309	0.395288194
248435_at	-0.624237443	0.095111572
248436_at	-0.127183433	0.673595493
248437_at	-0.384893317	0.278391659
248438_at	-0.396593086	0.017305649
248439_at	-0.516582456	0.600414879
248440_at	-0.043686999	0.799852236
248441_at	0.332916232	0.236286511
248442_at	-0.684660605	0.212915308
248443_at	-0.839044836	0.156494839
248444_at	-1.34125905	0.371714321
248445_at	-0.025636093	0.933059313
248446_at	0.469504441	0.013081206
248447_at	0.049565734	0.752486881
248448_at	1.0660945	0.041015194
248449_at	1.523621384	0.022003955
248450_at	0.029747741	0.921871862
248451_at	0.236582511	0.392055581
248452_at	-0.44063844	0.011320829
248453_at	-0.154868863	0.525830611
248454_at	-0.531036826	0.220455931
248455_at	0.124320678	0.917505969
248456_at	-0.300165487	0.146605985
248457_at	1.170122778	0.151631973
248458_at	-0.255513676	0.011488569
248459_at	-0.037441908	0.60967535
248460_at	0.884189558	0.333673869
248461_s_at	-0.326826423	0.134481139
248462_at	-0.118926267	0.171567548
248463_at	-0.04887461	0.736957793
248464_at	-0.544770867	0.02722789
248465_at	-0.153656456	0.370387121
248466_at	-0.04696505	0.888949206
248467_at	-0.177335009	0.397738313
248468_at	0.946034598	0.409809039
248469_at	-0.327523834	0.477880129
248470_at	2.133849739	0.210995178
248471_at	-0.643909203	0.008521221
248472_at	-0.389580877	0.467603294
248473_at	-0.32848474	0.028572132
248474_at	0.125233154	0.262918913
248475_at	1.958586674	0.249119009
248476_at	0.276838711	0.27942616
248477_at	0.28785016	0.256593933
248478_at	-0.103254125	0.23205734
248479_at	-1.012009305	0.190907841
248480_at	0.051792558	0.546162723
248481_at	-0.110752384	0.628960642
248482_at	-0.334404977	0.578304809
248483_at	-1.657939817	0.073938887
248484_at	-0.227694986	0.313956794
248485_at	-0.081332499	0.420265182
248486_at	-0.40143659	0.025437438
248487_at	0.103235221	0.639825845
248488_at	-0.400071066	0.413366533
248489_at	0.473901488	0.715504637
248490_at	0.463207214	0.787052597
248491_at	1.142966043	0.056152068
248492_at	-0.524883895	0.022830953
248493_at	0.436101566	0.291600546
248494_at	0.134360576	0.768071752
248495_at	-0.424098794	0.266614955
248496_at	-0.749775341	0.213648778
248497_at	-0.26374447	0.219651734
248498_at	-0.499535743	0.212239179
248499_at	-0.042678057	0.846741126
248500_at	-0.291562955	0.041277897
248501_at	-0.261716987	0.217709953
248502_at	-0.282705842	0.125113168
248503_at	-0.029373057	0.946343272
248504_at	-0.881703757	0.325072547
248505_at	-1.213805425	0.213640956
248506_at	-0.388724249	0.006036903
248507_at	-0.445821974	0.132081891
248508_at	-0.258284127	0.323693458
248509_at	0.808142358	0.151306962
248510_at	0.213925673	0.390432445
248511_at	-0.288777459	0.214838245
248512_at	-0.248107871	0.126024949
248513_at	-1.398681241	0.243356268
248514_s_at	-1.662969524	0.237791258
248515_at	-0.111177054	0.672604529
248516_at	0.365872561	0.14271271
248517_at	-0.380825258	0.057376206
248518_at	-0.800396428	0.020216688
248519_at	-0.135684418	0.919767393
248520_at	-1.113324091	0.119177792
248521_s_at	0.139022942	0.364528218
248522_at	-0.224529067	0.212159194
248523_s_at	-0.305039677	0.024297151
248524_s_at	0.779341485	0.047195666
248525_s_at	-1.891769289	0.182978293
248526_at	-1.025092204	0.041457776
248527_at	-0.817107636	0.007730659
248528_at	-0.143729229	0.358392081
248529_at	-0.162805109	0.134446789
248530_at	-0.270451765	0.285761153
248531_at	-0.433227368	0.067573402
248532_at	0.330061445	0.140315716
248533_at	-0.956150523	0.106170362
248534_at	-0.663725751	0.474398568
248535_at	0.220685093	0.582900841
248536_at	0.528908278	0.18399615
248537_at	0.255389201	0.48138489
248538_at	0.009227188	0.970646053
248539_at	0.272444012	0.66726139
248540_at	0.687888875	0.188812519
248541_at	-0.358847753	0.252017398
248542_at	0.548879715	0.478445797
248543_at	0.192585084	0.397261552
248544_at	0.067634675	0.729053126
248545_at	0.069386122	0.850715547
248546_at	0.005092385	0.989597833
248547_at	-0.184515266	0.228433571
248548_at	-0.665175069	0.03725629
248549_at	0.036549319	0.897978505
248550_at	0.102488181	0.101324545
248551_at	-0.801853466	0.10413474
248552_at	0.605200178	0.267687604
248553_at	-0.321894577	0.486185478
248554_at	-0.456539875	0.170255261
248555_at	-0.146099148	0.70274949
248556_at	-0.675853661	0.036894079
248557_at	-0.209133277	0.218448151
248558_at	0.009168522	0.980120065
248559_at	-0.105684784	0.641645186
248560_at	0.288482719	0.110304536
248561_at	-1.327125407	0.061503754
248562_at	-1.000914225	0.049015551
248563_at	-0.246030625	0.264803207
248564_at	0.494431555	0.004387208
248565_at	-0.363325146	0.08673034
248566_s_at	1.962556716	0.015357115
248567_at	-0.087429825	0.959690934
248568_at	-0.218201676	0.538644689
248569_at	-1.828180151	0.200881427
248570_at	-0.195823354	0.610832926
248571_at	1.936226435	0.144822682
248572_at	-0.149267728	0.438842491
248573_at	-0.021283691	0.895600421
248574_at	0.051328252	0.79330489
248575_at	-0.022665303	0.860293045
248576_at	-0.451905612	0.043018469
248577_at	-0.487842243	0.435686798
248578_at	-0.302686312	0.087981784
248579_at	-0.369150295	0.0749632
248580_at	-0.51595304	0.033243087
248581_at	-0.554564544	0.048623438
248582_at	-0.092362909	0.609193555
248583_at	-0.104527945	0.505120372
248584_at	-0.721686351	0.053118015
248585_at	0.417853826	0.586030799
248586_at	-0.284547035	0.035844589
248587_at	-0.090224766	0.516962166
248588_at	-0.088086864	0.328639003
248589_at	0.025667681	0.897027543
248590_at	-0.82972946	0.135412864
248591_at	-0.148874068	0.313622692
248592_at	0.181054145	0.117226114
248593_at	0.246163482	0.861981142
248594_at	-0.04844228	0.763162904
248595_at	-0.058159005	0.688832994
248596_at	0.326437845	0.42789836
248597_at	-0.387716115	0.0700198
248598_at	-0.832286249	0.261428902
248599_at	-1.858015727	0.297104814
248600_at	-0.555744367	0.034935416
248601_at	0.071599946	0.660219924
248602_s_at	1.226388427	0.325996874
248603_at	-0.255332604	0.464336359
248604_at	-1.013541707	0.0027834
248605_at	-0.341838022	0.169220097
248606_at	0.12347548	0.699791769
248607_at	0.284797254	0.186158418
248608_at	-0.555910178	0.004744444
248609_at	-0.167899264	0.561651767
248610_at	-0.50691474	0.211148553
248611_at	0.599121675	0.098005188
248612_at	-0.135979853	0.382176317
248613_at	-0.464208456	0.019734038
248614_at	-0.317993967	0.253759242
248615_at	-0.08064223	0.675071389
248616_at	0.108354034	0.462436813
248617_at	-2.062158724	0.409168065
248618_at	-0.193511969	0.56445387
248619_at	-0.140608049	0.656776955
248620_at	0.05629186	0.875466742
248621_at	-0.71683522	0.102784232
248622_at	-0.041039841	0.880694412
248623_at	-0.490848207	0.17310873
248624_at	1.174044276	0.01466415
248625_at	-0.424656868	0.218490756
248626_at	-0.712814498	0.047298567
248627_at	0.046597277	0.798735922
248628_at	-0.414493869	0.002413025
248629_at	0.185854966	0.599452452
248630_at	-0.323581124	0.159100144
248631_at	-0.443968473	0.02859018
248632_at	-0.260243258	0.034430532
248633_at	-0.259532203	0.612666248
248634_at	0.258305088	0.151159903
248635_at	0.636462522	0.465069268
248636_at	-1.721247268	0.016533388
248637_at	-0.134361331	0.459241825
248638_at	0.556503807	0.649944024
248639_at	-0.154669672	0.613660498
248640_at	-0.319759036	0.467321998
248641_at	0.718299075	0.587201748
248642_at	-0.543423445	0.032662937
248643_at	-0.31678558	0.428488264
248644_at	1.021070251	0.425004728
248645_at	-0.3929564	0.517616115
248646_at	-0.439655967	0.063690855
248647_at	0.796197924	0.342659796
248648_at	0.090256415	0.7965487
248649_at	0.271503577	0.655238049
248650_at	-0.526741318	0.626743725
248651_at	-2.074915672	0.071972831
248652_at	-1.731320231	0.005849993
248653_at	-0.394512053	0.850139414
248654_at	-0.970987538	0.394222731
248655_at	-0.267652061	0.092240043
248656_at	0.190774939	0.483976097
248657_at	-0.228327765	0.243673994
248658_at	-0.242411091	0.525245535
248659_at	-0.018634737	0.897323601
248660_at	-0.546565058	0.196231319
248661_at	-0.76818091	0.53839423
248662_at	0.28694614	0.233029702
248663_at	0.462939072	0.209994729
248664_at	-0.256037616	0.064162708
248665_at	0.476738499	0.057760518
248666_at	0.501892854	0.110518449
248667_at	-0.861503582	0.338141725
248668_at	-0.556830614	0.048074771
248669_at	0.21043803	0.37895587
248670_at	-0.631840684	0.143992717
248671_at	-2.498558857	0.011277917
248672_at	-1.251363083	0.31573212
248673_at	0.057199162	0.885401538
248674_at	-0.193433836	0.615020508
248675_at	-0.177453354	0.227568292
248676_at	0.254981508	0.429449435
248677_at	-1.444581468	0.150299753
248678_at	-0.258107925	0.16873618
248679_at	-0.072677123	0.725853002
248680_at	-0.126818745	0.484368125
248681_at	-0.039014372	0.766521867
248682_at	0.193313455	0.259986909
248683_at	1.254352755	0.326632402
248684_at	1.535194182	0.028380023
248685_at	-0.497108279	0.031173952
248686_at	0.201521221	0.555245151
248687_at	0.949034931	0.069504523
248688_at	0.380387209	0.031871503
248689_at	0.12070044	0.607586446
248690_at	-0.374071795	0.053576366
248691_at	-0.697192354	0.118764735
248692_s_at	-0.325771021	0.354591411
248693_at	-0.252537074	0.106832066
248694_at	-0.226354041	0.141115433
248695_at	3.505380714	0.01018202
248696_at	-0.69042712	0.072434764
248697_at	-0.359627995	0.160289562
248698_at	0.419818165	0.078245843
248699_at	0.548293199	0.697603415
248700_at	0.087562259	0.823807205
248701_at	-0.017264782	0.948097395
248702_at	-0.118336721	0.655542963
248703_at	0.117801071	0.712013864
248704_at	0.578758909	0.027520876
248705_at	-0.234481008	0.185177694
248706_at	0.097855197	0.767729019
248707_at	-1.174550264	0.195080551
248708_at	-0.720176837	0.014252423
248709_at	0.779604021	0.164042681
248710_at	-0.094795582	0.573801409
248711_at	-0.106327215	0.941809683
248712_at	-2.198865431	0.229381176
