GSM1272576_jm01-colq-m1_ATH1-121501_.CEL	GSM1272577_jm02-colq-m2_ATH1-121501_.CEL	GSM1272578_jm03-colq-m4_ATH1-121501_.CEL	GSM1272579_jm04-colq-a1_ATH1-121501_.CEL	GSM1272580_jm05-colq-a2_ATH1-121501_.CEL	GSM1272581_jm06-colq-a3_ATH1-121501_.CEL	GSM1272582_jm07-16-2-m2_ATH1-121501_.CEL	GSM1272583_jm08-16-2-m3_ATH1-121501_.CEL	GSM1272584_jm09-16-2-m4_ATH1-121501_.CEL	GSM1272585_jm10-16-2-a2_ATH1-121501_.CEL	GSM1272586_jm11-16-2-a3_ATH1-121501_.CEL	GSM1272587_jm12-16-2-a4_ATH1-121501_.CEL
245305_at	P	P	P	P	P	P	P	P	P	P	P	P
245306_at	P	P	P	P	P	P	P	P	P	P	P	P
245307_at	P	P	P	P	P	P	P	P	P	P	P	P
245308_at	P	P	P	P	P	P	P	P	P	P	P	P
245309_at	P	P	P	P	P	P	P	P	P	P	P	P
245310_at	P	P	P	P	P	P	P	P	P	P	P	P
245311_at	P	P	P	P	P	P	P	P	P	P	P	P
245312_at	P	P	P	P	P	P	P	P	P	P	P	P
245313_at	P	P	P	P	P	P	P	P	P	P	P	P
245314_at	A	A	A	A	A	A	A	A	A	A	A	A
245315_at	P	P	P	P	P	P	P	P	P	P	P	P
245316_at	P	P	P	P	P	P	P	P	P	P	P	P
245317_at	P	P	P	P	P	P	P	P	P	P	P	P
245318_at	P	P	P	P	P	P	P	P	P	P	P	P
245319_at	P	P	P	P	P	P	P	P	P	P	P	P
245320_at	P	P	P	P	P	P	P	P	P	P	P	P
245321_at	P	P	P	P	P	P	P	P	P	P	P	P
245322_at	A	A	A	A	A	A	A	A	A	A	A	A
245323_at	P	P	P	P	P	P	P	P	P	P	P	P
245324_at	P	P	P	P	P	P	P	P	P	P	P	P
245325_at	P	P	P	P	P	P	P	P	P	P	P	P
245326_at	P	P	P	P	P	P	P	P	P	P	P	P
245327_at	P	P	P	P	P	P	P	P	P	P	P	P
245328_at	P	P	P	P	P	P	P	P	P	P	P	P
245329_at	P	P	P	P	P	P	P	P	P	P	P	P
245330_at	P	P	P	P	P	P	P	P	P	P	P	P
245331_at	P	P	P	P	P	P	P	P	P	P	P	P
245332_at	P	P	P	P	P	P	P	P	P	P	P	P
245333_at	P	P	P	P	P	P	P	P	P	P	P	P
245334_at	P	P	P	P	P	P	P	P	P	P	P	P
245335_at	A	A	P	A	A	A	A	A	A	A	A	A
245336_at	M	A	A	P	P	P	P	A	A	P	P	P
245337_at	P	P	P	P	P	P	P	P	P	P	P	P
245338_at	P	P	P	P	P	P	P	P	P	P	P	P
245339_at	P	P	P	P	P	P	P	P	P	P	P	P
245340_at	P	P	P	P	P	P	P	P	P	P	P	P
245341_at	P	P	P	P	P	P	P	P	P	P	P	P
245342_at	P	P	P	P	P	P	P	P	P	P	P	P
245343_at	P	P	P	P	P	P	P	P	P	P	P	P
245344_at	P	P	P	P	P	P	P	P	P	P	P	P
245345_at	P	A	P	A	P	A	P	P	P	A	A	P
245346_at	P	P	P	P	P	P	P	P	P	P	P	P
245347_at	P	P	P	P	P	P	P	P	P	P	P	P
245348_at	P	P	P	P	P	P	P	P	P	P	P	P
245349_at	P	P	P	P	P	P	P	P	P	P	P	P
245350_at	P	P	P	P	P	P	P	P	P	P	P	P
245351_at	P	P	P	P	P	P	P	P	P	P	P	P
245352_at	P	P	P	P	P	P	P	P	P	P	P	P
245353_at	P	P	P	P	P	P	P	P	P	P	P	P
245354_at	P	P	P	P	P	P	P	P	P	P	P	P
245355_at	P	P	P	P	P	P	P	P	P	P	P	P
245356_at	P	P	P	P	P	P	P	P	P	P	P	P
245357_at	P	P	P	P	P	P	P	P	P	P	P	P
245358_at	P	P	P	P	P	P	P	P	P	P	P	P
245359_at	P	P	P	P	P	P	P	P	P	P	P	P
245360_at	P	P	P	P	P	P	P	P	P	P	P	P
245361_at	P	P	P	P	P	P	P	P	P	P	P	P
245362_at	P	P	P	P	P	P	P	P	P	P	P	P
245363_at	P	P	P	P	P	P	P	P	P	P	P	P
245364_at	P	P	P	P	P	P	P	P	P	P	P	P
245365_at	P	P	P	P	P	P	P	P	P	P	P	P
245366_at	P	P	P	P	P	P	P	P	P	P	P	P
245367_at	P	P	P	P	P	P	P	P	P	P	P	P
245368_at	P	P	P	P	P	P	P	P	P	P	P	P
245369_at	M	P	P	P	A	P	P	A	P	P	P	P
245370_at	P	P	P	P	P	P	P	P	P	P	P	P
245371_at	A	A	A	A	A	A	A	A	A	P	A	A
245372_at	P	P	P	P	P	P	P	P	P	P	P	P
245373_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245374_at	P	P	P	P	P	P	P	P	P	P	P	P
245375_at	A	A	A	A	A	A	A	A	A	A	A	A
245376_at	A	A	A	A	A	A	A	A	A	P	A	A
245377_at	A	A	A	A	A	A	A	A	A	A	A	A
245378_at	A	A	A	A	A	A	A	A	A	A	A	A
245379_at	P	P	P	P	P	P	P	P	P	P	P	P
245380_at	M	A	P	P	P	A	P	P	P	P	P	P
245381_at	P	M	A	A	A	A	A	A	A	A	A	A
245382_at	P	P	P	P	P	P	P	P	P	P	P	P
245383_at	P	A	A	P	P	P	P	P	M	P	P	P
245384_at	P	P	P	P	P	P	P	P	P	P	P	P
245385_at	P	P	P	P	P	P	P	P	P	P	P	P
245386_at	P	P	P	P	P	P	P	P	P	P	P	P
245387_at	P	P	P	P	P	P	P	P	P	P	P	P
245388_at	P	P	P	P	P	P	P	P	P	P	P	P
245389_at	A	A	A	A	A	A	A	A	A	A	A	A
245390_at	P	P	P	P	P	P	P	P	P	P	P	P
245391_at	P	P	P	P	P	P	P	P	P	P	P	P
245392_at	P	P	P	P	P	P	P	A	P	P	A	P
245393_at	P	P	P	P	P	P	P	P	P	P	P	P
245394_at	P	P	P	P	P	P	P	P	P	P	P	P
245395_at	P	P	P	P	P	P	P	P	P	P	P	P
245396_at	P	P	P	P	P	P	P	P	M	P	P	P
245397_at	P	P	P	P	P	P	P	P	P	P	P	P
245398_at	P	P	P	P	P	P	P	P	P	P	P	P
245399_at	P	P	P	P	P	P	P	P	P	P	P	P
245400_at	P	P	P	P	P	P	P	P	P	P	P	P
245401_at	P	P	P	P	P	P	P	P	P	P	P	P
245402_at	A	A	A	A	A	A	A	A	A	A	A	A
245403_at	A	A	A	A	A	A	A	A	A	A	A	A
245404_at	P	P	P	P	P	P	P	P	P	P	P	P
245405_at	P	P	P	P	P	P	P	P	P	P	P	P
245406_at	A	A	A	A	A	A	A	A	A	A	A	A
245407_at	P	P	P	P	P	P	P	P	P	P	P	P
245408_at	P	P	P	P	P	P	P	P	P	P	P	P
245409_at	A	A	A	A	A	A	A	A	A	A	A	A
245410_at	P	P	P	P	P	P	P	P	P	P	P	P
245411_at	P	P	P	P	P	P	P	P	P	P	P	P
245412_at	P	P	P	P	P	P	P	P	P	P	P	P
245413_at	P	P	P	P	P	P	P	P	P	P	P	P
245414_at	P	P	P	P	P	P	P	P	P	P	P	P
245415_at	P	P	P	P	P	P	P	P	P	P	P	P
245416_at	P	P	P	P	P	P	P	P	P	P	P	P
245417_at	A	A	A	A	A	A	A	A	A	A	A	A
245418_at	P	P	P	P	P	P	P	P	P	P	P	P
245419_at	A	A	A	A	A	A	A	A	A	A	A	A
245420_at	A	A	A	A	A	A	A	A	A	A	A	A
245421_at	P	P	P	P	P	P	P	P	P	P	P	P
245422_at	A	A	A	A	A	A	A	A	A	A	A	A
245423_at	P	P	P	P	P	P	P	P	P	P	P	P
245424_at	A	A	A	A	A	A	A	A	A	A	A	A
245425_at	P	P	P	P	P	P	P	P	P	P	P	P
245426_at	P	P	P	P	P	P	P	P	P	P	P	P
245427_at	P	P	P	P	P	P	P	P	P	P	P	P
245428_at	P	P	P	P	P	P	P	P	P	P	P	P
245429_at	A	A	A	P	A	A	A	A	A	A	A	A
245430_at	P	P	P	P	P	P	P	P	P	P	P	P
245431_at	P	P	P	P	P	P	P	P	P	P	P	P
245432_at	P	P	P	P	P	P	P	P	P	P	P	P
245433_at	P	P	P	P	P	P	P	P	P	P	P	P
245434_at	P	P	P	M	P	M	M	P	P	P	P	P
245435_at	P	P	P	P	P	P	M	P	P	P	P	P
245436_at	A	A	A	A	A	A	A	A	A	A	A	A
245437_at	P	P	P	P	P	P	P	P	P	P	P	P
245438_at	P	P	P	P	P	P	P	P	P	P	P	P
245439_at	P	P	P	P	P	P	P	P	P	P	P	P
245440_at	P	P	P	P	P	P	P	P	P	P	P	P
245441_at	P	P	P	P	P	P	P	P	P	P	P	P
245442_at	P	P	P	P	P	P	P	P	P	P	P	P
245443_at	A	A	A	A	A	A	A	A	A	A	A	A
245444_at	A	A	A	A	A	A	A	A	A	A	A	A
245445_at	P	P	P	P	P	P	P	P	P	P	P	P
245446_at	P	P	P	P	P	P	P	P	P	P	P	P
245447_at	A	A	A	A	A	A	A	A	A	A	A	A
245448_at	P	M	P	P	P	P	P	A	A	P	A	P
245449_at	A	P	P	P	M	P	P	A	M	A	A	A
245450_at	A	A	A	A	A	A	A	A	A	A	A	A
245451_at	P	P	P	A	P	P	P	P	P	P	P	P
245452_at	A	A	A	A	A	A	A	A	A	A	A	A
245453_at	A	M	P	A	P	P	P	P	A	A	A	A
245454_at	A	P	P	P	P	P	P	P	A	P	P	P
245455_at	A	A	A	A	A	A	A	A	A	A	A	A
245456_at	P	P	P	P	P	P	P	P	P	P	P	P
245457_s_at	A	A	M	P	M	M	A	A	P	A	A	P
245458_at	A	M	M	A	A	A	A	P	P	A	P	P
245459_at	A	A	A	M	P	P	P	A	A	M	A	A
245460_at	M	P	A	P	P	P	P	A	P	P	A	P
245461_at	P	P	P	P	P	P	P	P	P	P	P	P
245462_at	M	P	P	P	P	A	P	M	P	P	P	P
245463_at	P	P	P	P	P	P	P	P	P	P	P	P
245464_at	P	A	P	A	A	A	A	P	A	M	A	A
245465_at	A	A	A	A	A	A	A	A	A	A	A	A
245466_at	P	P	P	P	P	P	P	P	P	P	P	P
245467_at	A	A	M	A	A	A	M	A	P	M	P	M
245468_at	A	A	A	A	A	A	A	A	A	M	M	A
245469_at	A	A	A	A	A	A	A	A	A	A	A	A
245470_at	A	A	A	A	A	A	A	A	A	A	A	A
245471_at	A	A	A	A	A	A	A	A	A	A	A	A
245472_at	A	A	A	A	A	A	A	A	A	A	A	A
245473_at	A	A	A	A	A	A	A	A	A	A	A	A
245474_at	P	P	P	P	P	P	P	P	P	P	P	P
245475_at	A	A	A	A	A	A	A	A	A	A	A	M
245476_at	A	A	A	A	A	A	A	A	A	A	A	A
245477_at	P	P	P	P	P	P	P	P	P	P	P	P
245478_at	P	P	P	P	P	P	P	P	P	P	P	P
245479_at	P	P	P	P	P	P	P	P	P	P	P	P
245480_at	P	P	P	P	P	P	P	P	P	P	P	P
245481_at	P	P	P	P	P	P	P	P	P	P	P	P
245482_at	P	P	P	P	P	P	P	P	P	P	P	P
245483_at	P	P	P	P	P	P	P	P	P	P	P	P
245484_at	P	P	P	P	P	P	P	P	P	P	P	P
245485_at	M	P	P	P	P	A	P	A	P	P	P	P
245486_x_at	M	A	A	A	A	A	P	M	P	M	M	A
245487_at	P	P	P	P	P	P	P	P	P	P	P	P
245488_at	P	A	P	M	P	A	P	P	P	A	P	A
245489_at	P	P	P	P	P	P	P	P	P	P	P	P
245490_at	A	A	A	A	A	A	A	A	A	A	A	A
245491_at	P	P	P	P	P	M	M	P	P	A	P	P
245492_at	P	P	P	P	P	P	P	P	P	P	P	P
245493_at	P	P	P	P	P	P	P	P	P	A	P	A
245494_at	P	P	P	P	P	P	P	P	P	P	P	P
245495_at	P	P	P	P	P	P	P	P	P	P	P	P
245496_at	P	P	P	P	P	P	P	P	P	P	P	P
245497_at	A	A	P	A	A	A	A	A	A	A	A	A
245498_at	P	P	P	P	P	P	P	P	P	P	A	M
245499_at	P	P	P	P	P	P	P	A	P	A	A	P
245500_at	A	A	A	A	A	A	A	A	A	A	A	A
245501_at	P	A	A	P	A	P	P	A	A	P	P	P
245502_at	P	P	P	P	P	P	P	P	P	P	P	P
245503_at	A	A	A	A	A	A	A	A	A	A	A	A
245504_at	P	P	A	P	P	P	P	A	P	P	A	P
245505_at	P	P	A	P	P	P	P	A	M	P	A	P
245506_at	P	P	P	P	P	P	P	A	P	P	P	P
245507_at	A	A	A	A	A	A	A	A	A	A	A	A
245508_at	A	A	A	A	A	A	A	A	A	A	A	A
245509_at	P	P	P	A	A	P	P	P	P	P	P	P
245510_at	P	P	P	P	P	P	P	P	P	P	P	P
245511_at	A	A	A	A	A	A	A	A	A	A	A	A
245512_at	P	P	P	P	P	P	P	P	P	P	P	P
245513_at	P	P	P	P	P	P	P	P	P	P	P	P
245514_at	P	P	P	P	P	P	P	P	P	P	P	P
245515_at	A	A	A	A	A	A	A	M	A	A	A	A
245516_at	P	P	P	P	P	P	P	P	P	P	P	P
245517_at	P	P	P	P	P	P	P	P	P	P	P	P
245518_at	P	P	P	P	P	P	P	P	P	P	P	P
245519_at	A	A	A	A	A	A	A	A	A	A	A	A
245520_at	A	A	A	A	A	A	A	A	A	A	A	A
245521_at	P	P	P	P	P	P	P	P	P	P	P	P
245522_at	P	P	P	P	P	P	P	P	P	P	P	P
245523_at	P	P	P	P	P	P	P	P	P	P	P	P
245524_at	P	P	P	P	P	P	P	P	P	P	P	P
245525_at	P	P	P	P	P	P	P	P	P	P	P	P
245526_at	P	P	P	P	P	P	P	P	P	P	P	P
245527_at	A	P	P	M	M	A	P	P	P	M	P	P
245528_at	P	P	P	P	P	P	P	P	P	P	P	P
245529_at	P	P	P	P	P	P	P	P	P	P	P	P
245530_at	A	A	A	M	P	A	A	A	A	A	A	A
245531_at	A	P	P	P	P	P	A	P	P	P	P	P
245532_at	P	P	P	P	P	P	P	P	P	P	P	P
245533_at	P	P	P	P	P	P	P	P	P	P	P	P
245534_at	A	A	A	A	A	A	A	A	A	A	A	A
245535_at	P	P	P	P	P	P	P	P	P	P	P	P
245536_at	P	P	P	P	P	P	A	P	P	P	P	P
245537_at	A	A	A	A	A	A	A	A	A	A	A	A
245538_at	A	A	A	A	A	A	A	A	A	A	A	A
245539_at	A	A	A	A	A	A	A	A	A	A	A	A
245540_at	P	P	P	P	P	P	P	P	P	P	P	P
245541_at	M	P	A	A	P	M	P	P	P	P	P	A
245542_at	A	A	A	A	A	A	A	A	A	A	A	A
245543_at	P	P	P	P	P	P	P	P	P	P	P	P
245544_at	P	P	P	P	P	P	A	P	P	P	M	P
245545_at	P	P	P	P	P	P	M	P	P	P	P	P
245546_at	P	P	P	A	P	P	P	P	P	P	P	P
245547_at	P	P	P	P	P	A	P	P	P	P	P	P
245548_at	M	A	A	A	P	A	P	M	A	A	A	A
245549_at	A	A	A	A	A	A	A	A	A	A	A	A
245550_at	P	P	P	P	P	P	P	P	P	P	P	P
245551_at	A	A	A	P	A	A	A	A	P	A	A	A
245552_at	P	A	P	A	P	A	P	P	P	P	P	A
245553_at	A	P	P	P	M	A	P	A	P	P	P	P
245554_at	P	P	P	P	P	P	P	P	P	P	P	P
245555_at	P	P	P	P	P	P	P	P	P	P	P	P
245556_at	P	P	P	P	P	P	P	P	P	P	P	P
245557_at	P	P	P	P	P	P	P	P	P	P	P	P
245558_at	P	P	P	P	P	P	P	P	P	P	P	P
245559_at	A	A	A	A	A	A	A	A	A	A	A	A
245560_at	A	A	A	A	A	A	A	A	A	A	A	A
245561_at	P	P	P	P	P	P	P	P	P	P	P	P
245562_at	P	P	P	P	P	P	P	P	P	P	P	P
245563_at	P	P	P	P	P	P	P	P	P	P	P	P
245564_at	A	M	M	P	P	M	M	P	A	P	A	P
245565_at	P	P	P	P	P	P	P	P	P	P	P	P
245566_at	A	P	P	P	P	P	P	A	A	M	A	P
245567_at	P	P	P	P	P	P	P	P	P	P	P	P
245568_at	A	A	P	A	A	A	P	P	P	P	P	A
245569_at	P	P	P	P	P	P	P	P	P	P	P	P
245570_at	A	A	A	A	A	A	A	A	A	A	A	A
245571_at	A	M	P	P	A	A	P	P	P	P	P	P
245572_at	P	P	P	P	P	P	P	P	P	P	P	P
245573_at	M	A	A	A	A	A	A	A	A	A	P	A
245574_at	P	P	P	P	P	P	P	P	P	P	P	P
245575_at	P	P	P	P	P	P	P	P	P	P	P	P
245576_at	A	A	P	M	A	A	M	A	P	P	P	M
245577_at	A	P	A	M	A	A	A	A	A	A	A	A
245578_at	P	P	P	P	P	P	P	P	P	P	P	P
245579_at	A	M	A	A	A	A	A	P	A	A	A	A
245580_at	P	P	P	P	P	P	P	P	P	P	P	P
245581_at	M	A	M	M	P	P	P	P	P	A	P	P
245582_at	A	P	P	P	M	A	P	P	P	P	P	P
245583_at	P	P	P	P	P	P	P	P	P	P	P	P
245584_at	P	P	P	P	P	P	P	P	P	P	P	P
245585_at	P	P	P	P	P	P	P	P	P	P	A	P
245586_at	P	P	P	P	P	P	P	P	P	P	P	P
245587_at	P	P	P	M	P	M	P	P	P	P	P	P
245588_at	P	P	P	P	P	P	P	P	P	P	P	P
245589_at	A	A	A	A	A	A	A	A	A	A	A	A
245590_at	A	A	A	A	A	A	A	A	A	A	A	A
245591_at	A	A	A	A	A	A	A	A	A	A	A	A
245592_at	P	P	P	P	P	P	P	P	P	P	P	P
245593_at	P	P	P	P	P	P	P	P	P	P	P	P
245594_at	P	P	P	P	P	A	P	P	P	P	P	P
245595_at	P	A	P	M	P	P	P	P	P	P	P	P
245596_at	A	A	A	A	A	A	A	A	A	A	A	A
245597_at	P	P	P	P	P	P	P	P	P	P	P	P
245598_at	P	P	P	P	P	A	P	P	P	P	P	P
245599_at	P	P	P	P	P	P	P	P	P	P	P	P
245600_at	P	P	P	P	P	P	P	P	P	P	P	P
245601_at	P	P	P	P	P	P	P	P	P	P	P	P
245602_at	P	P	P	P	P	P	P	P	P	P	P	P
245603_at	A	A	A	A	A	A	A	A	A	A	A	A
245604_at	A	M	P	P	M	A	M	P	P	P	A	P
245605_at	P	P	P	P	P	P	P	P	P	P	P	P
245606_at	P	P	P	P	P	P	P	P	P	P	P	P
245607_at	P	M	P	P	P	M	A	P	P	P	P	P
245608_at	P	P	P	P	P	P	P	P	P	P	P	P
245609_at	A	A	A	A	A	A	A	A	A	A	A	A
245610_at	P	P	P	P	P	P	P	P	P	P	P	P
245611_at	P	P	P	P	P	P	P	P	P	P	P	P
245612_at	P	P	P	P	P	P	P	P	P	P	P	P
245613_at	A	A	A	P	A	M	A	A	A	A	A	A
245614_at	A	A	A	A	A	A	A	A	A	A	A	A
245615_at	A	A	A	P	P	P	A	P	A	P	M	M
245616_at	A	A	A	P	M	P	P	A	M	P	A	A
245617_at	P	P	P	P	P	A	P	P	P	P	P	P
245618_at	P	P	P	P	P	P	P	P	P	P	P	P
245619_at	P	P	P	A	P	A	P	P	P	P	P	M
245620_at	A	A	A	A	A	A	A	A	A	A	A	A
245621_at	P	P	P	P	P	P	P	P	P	P	P	P
245622_at	A	A	A	A	A	A	A	A	A	A	A	A
245623_s_at	P	P	P	P	P	A	P	P	A	P	P	P
245624_at	A	A	A	A	A	A	A	A	A	A	A	A
245625_at	P	P	P	P	P	P	P	P	P	P	P	P
245626_at	P	P	P	P	P	P	P	P	P	P	P	P
245627_at	A	A	A	A	A	A	A	A	A	A	A	A
245628_at	A	A	A	A	A	A	A	A	A	A	A	A
245629_at	P	P	P	P	P	P	P	P	P	P	P	P
245630_at	A	A	M	M	A	A	A	P	P	P	A	A
245631_at	P	P	P	P	P	P	P	P	P	P	P	P
245632_at	P	P	P	P	P	P	P	P	P	P	P	P
245633_at	P	P	P	P	P	P	P	P	P	P	P	P
245634_at	A	A	A	A	A	A	A	A	A	A	A	A
245635_at	A	A	A	P	A	M	M	A	A	P	P	P
245636_at	A	A	A	A	A	M	M	A	A	M	A	A
245637_at	P	P	P	P	P	P	P	P	P	P	P	P
245638_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245639_at	P	P	P	P	P	P	P	P	P	P	P	P
245640_at	A	A	A	A	A	A	A	A	A	A	A	A
245641_at	P	P	P	P	P	P	P	P	P	P	P	P
245642_at	P	P	P	P	P	P	P	P	P	P	P	P
245643_at	A	A	A	A	A	A	A	A	A	A	A	A
245644_at	P	P	P	P	P	P	P	P	P	P	P	P
245645_at	P	P	P	P	P	M	P	P	P	P	P	P
245646_x_at	A	A	A	A	A	A	A	A	A	A	A	A
245647_at	A	A	A	A	A	A	A	A	A	A	A	A
245648_at	A	A	A	A	A	A	A	A	A	A	A	A
245649_at	P	P	P	P	P	P	P	P	P	P	P	P
245650_at	P	P	P	P	P	P	P	P	P	P	P	P
245651_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245652_at	A	A	A	A	A	A	A	A	A	A	A	A
245653_at	A	A	A	A	A	A	A	A	A	A	A	A
245654_at	A	A	A	P	P	A	A	A	A	M	A	P
245655_at	A	A	A	A	A	A	A	A	A	A	A	A
245656_at	A	A	A	A	A	A	A	A	A	A	A	A
245657_at	P	P	P	P	P	P	P	P	P	P	P	P
245658_at	A	A	A	A	A	A	A	A	A	A	A	A
245659_at	P	P	P	P	P	P	P	P	P	P	P	P
245660_at	P	P	P	P	P	P	P	P	P	P	P	P
245661_at	P	P	P	P	P	P	P	P	P	P	A	P
245662_at	P	P	P	P	P	P	P	P	P	P	P	P
245663_at	A	A	A	A	A	A	A	P	A	P	A	A
245664_at	A	A	A	A	A	A	A	A	A	A	A	A
245665_at	P	P	P	P	P	P	P	P	P	P	P	P
245666_at	P	P	P	P	P	P	P	P	P	P	P	P
245667_at	P	P	P	P	P	P	P	P	P	P	P	P
245668_at	P	P	P	P	P	P	P	P	P	P	P	P
245669_at	A	A	A	A	A	A	A	A	A	A	A	A
245670_at	P	P	P	P	P	P	P	P	P	P	P	P
245671_at	P	P	P	P	P	P	P	P	P	P	P	P
245672_at	A	A	A	A	A	A	A	A	A	A	A	A
245673_at	A	A	A	A	A	A	A	A	A	A	A	A
245674_at	P	P	P	P	P	P	P	P	P	P	P	P
245675_at	A	A	A	A	A	A	A	A	A	A	A	A
245676_at	A	A	P	A	M	A	M	P	P	A	P	P
245677_at	P	P	P	P	P	P	P	P	P	P	P	P
245678_at	P	P	P	P	P	P	P	P	P	P	P	P
245679_at	P	P	P	P	P	P	P	P	P	P	P	P
245680_at	A	A	A	A	A	A	A	A	A	A	A	A
245681_at	P	P	P	P	P	P	P	P	P	P	P	P
245682_at	P	P	P	P	P	P	P	P	P	P	P	P
245683_at	P	P	P	P	P	P	P	P	P	P	P	P
245684_at	P	P	P	P	P	P	P	P	P	P	P	P
245685_at	P	P	P	P	P	P	P	P	P	P	P	P
245686_at	P	P	P	P	P	P	P	P	P	P	P	P
245687_at	P	P	P	P	P	P	P	P	P	P	P	P
245688_at	P	P	P	P	P	P	P	P	P	P	P	P
245689_at	P	P	P	P	A	P	P	P	P	P	P	P
245690_at	P	A	A	P	P	P	P	A	P	P	P	P
245691_at	P	P	P	P	P	P	P	P	P	P	P	P
245692_at	P	P	A	A	A	P	P	A	P	M	A	P
245693_at	P	P	P	P	P	P	P	P	P	P	P	P
245694_at	P	P	P	P	P	P	P	P	P	P	P	P
245695_at	P	P	P	P	P	P	P	P	P	P	P	P
245696_at	A	A	A	A	A	A	P	A	A	A	A	M
245697_at	P	P	P	P	P	P	P	P	P	P	P	P
245698_at	P	P	P	P	P	P	P	P	P	P	P	P
245699_at	P	P	P	P	P	P	P	P	P	P	P	P
245700_at	A	A	A	A	A	A	A	A	A	A	A	P
245701_at	P	P	P	P	P	P	P	P	P	P	P	P
245702_at	P	P	P	P	P	P	P	P	P	P	P	P
245703_at	A	A	A	A	A	A	A	A	A	A	A	A
245704_at	P	P	P	P	P	P	P	P	P	P	P	P
245705_at	A	A	A	M	A	M	P	A	A	P	A	P
245706_at	P	P	P	P	P	P	P	P	P	P	P	P
245707_at	A	A	A	P	A	A	A	A	A	A	A	A
245708_at	A	A	A	M	A	A	A	P	P	A	P	P
245709_at	P	P	P	P	P	P	P	P	P	P	P	P
245710_at	P	P	P	P	P	P	P	P	P	P	P	P
245711_at	P	P	P	P	P	P	P	P	P	P	P	P
245712_at	P	P	P	P	P	P	P	P	P	P	P	P
245713_at	A	P	P	A	P	P	P	A	P	P	A	P
245714_at	P	P	P	P	P	P	P	P	P	P	P	P
245715_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245716_at	P	P	P	P	P	P	P	P	P	P	P	P
245717_at	P	A	P	P	A	A	P	A	P	P	P	A
245718_at	P	P	P	P	P	P	P	P	P	P	P	P
245719_at	A	A	A	A	A	A	A	A	A	A	A	A
245720_at	A	A	A	A	A	A	A	A	A	A	A	A
245721_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245722_at	P	P	P	P	P	P	P	P	P	P	P	P
245723_at	P	P	P	P	P	P	P	P	P	P	P	P
245724_at	P	P	P	P	P	P	P	P	P	P	P	P
245725_at	P	P	P	P	P	P	P	P	P	P	P	P
245726_at	A	A	A	A	A	A	A	A	A	A	A	A
245727_at	P	P	P	P	P	P	P	P	P	P	P	P
245728_at	P	P	P	P	P	P	P	P	P	P	P	P
245729_at	P	P	P	P	P	P	P	P	P	P	P	P
245730_at	P	P	P	P	P	P	P	P	P	P	P	P
245731_at	P	P	P	P	P	P	P	P	P	P	P	P
245732_at	P	P	P	P	P	P	P	P	P	P	P	P
245733_at	P	P	P	P	P	P	P	P	P	P	P	P
245734_at	P	P	P	P	P	P	P	P	P	P	P	P
245735_at	P	P	P	P	P	P	P	A	P	P	A	P
245736_at	P	P	P	P	P	P	P	P	P	P	P	P
245737_at	P	P	P	P	P	P	P	P	P	P	P	P
245738_at	A	P	A	A	P	P	P	A	P	A	A	M
245739_at	P	P	P	P	P	P	P	P	P	P	P	P
245740_at	P	P	P	P	P	P	P	P	P	P	P	P
245741_at	A	A	A	A	A	A	A	A	A	A	A	A
245742_at	P	P	P	P	P	P	P	P	P	P	P	P
245743_at	A	A	A	A	A	A	A	A	A	M	A	A
245744_at	M	P	P	P	P	P	P	A	P	P	P	P
245745_at	P	P	P	P	P	P	P	P	P	P	P	P
245746_at	P	P	P	P	P	P	P	P	P	P	P	P
245747_at	P	P	P	P	P	P	P	A	P	P	P	P
245748_at	P	P	P	P	P	P	P	P	P	P	P	P
245749_at	P	P	P	P	P	P	P	P	P	P	P	P
245750_at	P	P	P	P	P	P	P	P	P	P	P	P
245751_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245752_at	A	A	A	A	A	A	A	A	A	A	A	A
245753_at	A	A	A	A	A	A	A	A	A	A	A	A
245754_at	A	A	A	A	A	A	A	A	A	A	A	A
245755_at	P	P	M	P	P	P	P	P	P	P	P	P
245756_at	P	P	P	P	P	P	P	P	P	P	P	P
245757_at	P	P	P	P	P	P	P	P	P	P	P	P
245758_at	P	P	P	P	P	P	P	P	P	P	P	P
245759_at	P	P	P	P	P	P	P	P	P	P	P	P
245760_s_at	M	P	A	P	A	A	P	A	M	P	A	P
245761_at	P	P	P	P	P	P	P	P	P	P	P	P
245762_at	P	P	P	P	P	P	P	P	P	P	P	P
245763_at	P	P	P	P	P	P	P	P	P	P	P	P
245764_s_at	P	P	P	P	P	P	P	P	P	P	P	P
245765_at	P	P	P	P	P	P	P	P	P	P	P	P
245766_at	A	A	A	A	A	A	A	A	A	A	A	A
245767_at	P	P	P	P	P	P	P	P	P	P	A	M
245768_at	P	P	P	P	P	P	P	P	P	P	P	P
245769_at	P	P	P	P	P	A	P	P	P	P	P	P
245770_at	P	P	P	P	P	P	P	P	P	P	P	P
245771_at	P	A	A	A	A	A	A	P	P	P	A	M
245772_at	P	P	P	P	P	P	P	P	P	P	P	P
245773_at	P	P	P	P	P	P	P	P	P	P	P	P
